Year,Month,#,CODE,Authors,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,Conference,Location,Invited,Organization,Pages,Title,Volume,Eval,Given?
2006,12,B,C06B,"Dragoni, D and Caylor, K.K. and Schmid, H","Dragoni, D.","Caylor, K.K.","Schmid, H.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Characterization of transpiration in a deciduous forest of the US Midwest,,0,
2006,12,C,C06C,"Ries, LP and Shugart, HH and Caylor, K.K. and Okin, GS and Kgope, B","Ries, L.P.","Shugart, H.H.","Caylor, K.K.","Okin, G.S.","Kgope, B.",,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Nutrient and light limitations on grass productivity in a southern African savanna,,0,
2005,5,A,C05A,"Caylor, K.K. and Rodriguez-Iturbe, I","Caylor, K.K.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Spring Meeting,,,,,Spatial variation of surface hydrological dynamics in semi-arid landscapes,,0,
2004,6,A,C04A,"Caylor, Kelly K and Rodriguez-Iturbe, Ignacio","Caylor, K.K.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,,Proceedings of the British Hydrological Society’s International Conference on Hydrology: Science and Practice for the 21st century,,,,39--47,Coupling ecohydrological patterns and processes in semi-arid landscapes,2,0,
2004,5,B,C04B,"Scanlon, TM and Caylor, K.K. and Rodriguez-Iturbe, I","Scanlon, T.M.","Caylor, K.K.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Ecohydrological significance of observed power-law distributions of tree canopy cluster sizes for savanna vegetation,,0,
2004,12,C,C04C,"Caylor, K and D'Odorico, P and Rodriguez-Iturbe, I","Caylor, K.","D'Odorico, P.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Horizontal and vertical variability of soil moisture in savanna ecosystems,,0,
2003,12,A,C03A,"Manfreda, S and Caylor, K and Rodriguez-Iturbe, I","Manfreda, S.","Caylor, K.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,On The Soil Moisture Dynamics: Does Simplification Alter Soil Moisture Prediction?,,0,
2003,4,B,C03B,"Hély, C and Caylor, K.K. and Alleaume, S and Swap, RJ and Shugart, HH","Hély, C.","Caylor, K.K.","Alleaume, S.","Swap, R.J.","Shugart, H.H.",,,,,,,,,,,,,,,,,EGS-AGU-EGU Joint Assembly,,,,,Estimating emissions of carbonaceous compounds from southern african fires: a re-analysis of modeling techniques,,0,
2003,12,C,C03C,"Shugart, HH and Caylor, K.K. and Scanlon, TM and Rodriguez-Iturbe, I","Shugart, H.H.","Caylor, K.K.","Scanlon, T.M.","Rodriguez-Iturbe, I.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Assessing the role of spatial pattern in governing ecohydrological interactions and vegetation dynamics in semi-arid savannas.,,0,
2002,5,A,C02A,"Caylor, K.K. and Shugart, HH","Caylor, K.K.","Shugart, H.H.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Simulated water-use of heterogeneous vegetation patches along the Kalahari transect,,0,
2001,12,A,C01A,"Shugart, HH and Caylor, K.K. and Dowty, PR","Shugart, H.H.","Caylor, K.K.","Dowty, P.R.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Ecological Scale Issues in Land/Atmosphere Coupling-Examples from SAFARI 2000,,0,
2001,12,B,C01B,"Scanlon, TM and Albertson, JD and Caylor, K.K. and Williams, CA","Scanlon, T.M.","Albertson, J.D.","Caylor, K.K.","Williams, C.A.",,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,"Assessing Fractional Tree, Grass, and Bare Soil Cover from NDVI and Rainfall Time Series along the Kalahari Transect, Africa",,0,
2001,5,C,C01C,"Caylor, K.K. and Shugart, HH","Caylor, K.K.","Shugart, H.H.",,,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Variation in vegetation structure along a large moisture gradient: The role of rainfall variability in maintaining spatial heterogeneity,,0,
2001,12,D,C01D,"Caylor, K.K. and Dowty, PR and Shugart, HH","Caylor, K.K.","Dowty, P.R.","Shugart, H.H.",,,,,,,,,,,,,,,,,,,American Geophysical Union Fall Meeting,,,,,Relationship between small-scale structural heterogeneity and simulated vegetation productivity across a regional moisture gradient,,0,
